name,specialtylabel
Non-fluent primary progressive aphasia,neurology
Non-fluent variant PPA,neurology
PNFA,neurology
progressive non-fluent aphasia,neurology
Meningitis,neurology
meninx inflammation,neurology
meninxitis,neurology
spinal meningitis,neurology
Muscle Spasticity,neurology
febrile convulsion,neurology
fever fit,neurology
acute gastric mucosal erosion,gastroenterology
acute gastric mucosal erosion (disorder),gastroenterology
acute Gastritis,gastroenterology
acute gastritis with hemorrhage,gastroenterology
acute gastritis without mention of hemorrhage,gastroenterology
"acute gastritis, with hemorrhage",gastroenterology
"acute gastritis, without mention of hemorrhage",gastroenterology
acute haemorrhagic gastritis,gastroenterology
chronic Gastritis,gastroenterology
chronic gastritis (disorder),gastroenterology
chronic gastritis NOS (disorder),gastroenterology
Erosive Gastritis,gastroenterology
Erosive gastropathy,gastroenterology
Erosive gastropathy (disorder),gastroenterology
Gastritis (disorder),gastroenterology
Gastritis [Ambiguous],gastroenterology
GASTRITIS HEMORRHAGIC,gastroenterology
Gastritis unspecified (disorder),gastroenterology
Hemorrhagic Gastritis,gastroenterology
Idiopathic erosive/hemorrhagic gastritis (disorder),gastroenterology
stomach inflammation,gastroenterology
stomachitis,gastroenterology
odontalgia,gastroenterology
odontalgy,gastroenterology
cirrhosis,gastroenterology
cirrhosis of liver,gastroenterology
cirrhosis of the liver,gastroenterology
brain tumor,oncology
Accelerated phase chronic myelogenous leukemia,oncology
adenocarcinoma,oncology
AATD,endocrinology
Alpha-1 antitrypsin deficiency,endocrinology
Alpha 1-antitrypsin deficiency,endocrinology
Alpha 1 antitrypsin deficiency,endocrinology
A-1ATD,endocrinology
A1AD,endocrinology
A1AT deficiency,endocrinology
AAT deficiency,endocrinology
ALPHA-1-ANTITRYPSIN DEFICIENCY,endocrinology
Deficiency in Alpa-1-proteinase inhibitor,endocrinology
brain abscess,neurology
Alien hand syndrome,neurology
delirium,neurology
Lyme disease,neurology
febrile seizure,pediatrics
dyslexia,pediatrics
linitis plastica,oncology
Blue rubber bleb nevus syndrome,oncology
paraneoplastic syndrome,oncology
prolactinoma,oncology
cancer of unknown primary origin,oncology
chondromatosis,oncology
chronic myelomonocytic leukemia,oncology
dysplasia,oncology
metrorrhagia,gynaecology
Prolactinoma of the Pituitary Gland,endocrinology
"Prolactinoma, Familial",endocrinology
Dyslipidemia,endocrinology
hyperlipidemias,endocrinology
lipaemia,endocrinology
lipemia,endocrinology
lipidemia,endocrinology
hibernoma,oncology
air embolism,diving medicine
cluster headache,neurology
Bálint's syndrome,neurology
jet lag,neurology
carcinoma,oncology
metastasis,oncology
febrile convulsion,pediatrics
fever fit,pediatrics
reading/writing disorder,pediatrics
brain neoplasms,oncology
brain tumors,oncology
adenocarcinoma NOS (morphologic abnormality),oncology
"adenocarcinoma, no subtype (morphologic abnormality)",oncology
adenocarcinomas,oncology
CIE-O-C-18.2M8140/32,oncology
"adenocarcinoma, nos",oncology
Hibernoma,oncology
Brown Fat Neoplasm,oncology
Brown Fat Tumor,oncology
Fetal Fat Cell Lipoma,oncology
"HIBERNOMA, BENIGN",oncology
Edwards syndrome,pediatrics
albinos,endocrinology
PKU,endocrinology
Følling's disease,endocrinology
phenylalaninemia,endocrinology
phenylketonurias,endocrinology
18 trisomy,pediatrics
Complete trisomy 18 syndrome (disorder),pediatrics
Edwards disease,pediatrics
Edwards syndrome,pediatrics
trisomy 18,pediatrics
chromosome 18 duplication,pediatrics
complete trisomy 18 syndrome,pediatrics
E trisomy,pediatrics
E3 trisomy,pediatrics
trisomy 18 syndrome,pediatrics
trisomy type 18,pediatrics
hirsuties coronae glandis,urology
Uveitis,ophthalmology
uvea inflammation,ophthalmology
uveaitis,ophthalmology
abducens nerve cranial nerve palsy,ophthalmology
abducens nerve disease,ophthalmology
Abducens nerve disorder,ophthalmology
Abducens nerve weakness,ophthalmology
ABDUCENS PALSY,ophthalmology
Abducent Nerve Paralysis,ophthalmology
disorder of abducent nerve,ophthalmology
Lateral rectus muscle denervation paresis,ophthalmology
Lateral rectus muscle innervation disorder,ophthalmology
Sixth cranial nerve disorder,ophthalmology
"Sixth cranial nerve disorder, NOS",ophthalmology
Sixth nerve palsy,ophthalmology
Sixth nerve palsy (disorder),ophthalmology
Sixth Nerve Paralysis,ophthalmology
Sixth or abducens nerve palsy,ophthalmology
VIth nerve disorder,ophthalmology
VIth nerve Paralysis,ophthalmology
Alstrom syndrome,ophthalmology
Alstrom–Halgren syndrome,ophthalmology
Sebaceous nevus syndrome linear,medical genetics
"Sebaceous Nevus Syndrome, Linear",medical genetics
SFM,medical genetics
SFM syndrome,medical genetics
Solomon syndrome,medical genetics
EVC,medical genetics
Ellis-van Creveld syndrome,medical genetics
Ellis Van Creveld syndrome,medical genetics
Chondroectodermal dysplasia,medical genetics
Chondroectodermal dysplasia (disorder),medical genetics
ELLIS-VAN CREVELD SYNDROME; EVC,medical genetics
Ellis–van Creveld syndrome,medical genetics
Mesodermic dysplasia,medical genetics
Mesoectodermal Dysplasia,medical genetics
Epispadias,medical genetics
Ectopia cordis,medical genetics
lactase persistence,endocrinology
adult lactase deficiency,endocrinology
lactose intolerant,endocrinology
lactose malabsorption,endocrinology
Sexual precocity,endocrinology
(Sexual precocity NOS) or (puberty - precocious),endocrinology
Familial precocious puberty,endocrinology
Idiopathic sexual precocity,endocrinology
obsolete precocious puberty,endocrinology
Precocious puberty (disorder),endocrinology
Precocious sexual development (disorder),endocrinology
Precocious true puberty,endocrinology
Premature puberty,endocrinology
"Puberty, Precocious",endocrinology
Sexual precocity NOS,endocrinology
Alpha-N-acetylgalactosaminidase deficiency,endocrinology
Kanzaki disease,endocrinology
NAGA deficiency,endocrinology
Schindler disease,endocrinology
Carcinoid syndrome,endocrinology
Malignant carcinoid syndrome,endocrinology
Carcinoid tumor syndrome,endocrinology
"CARCINOID TUMORS, INTESTINAL",endocrinology
Excessive serotonin secretion,endocrinology
Hormonal tumour,endocrinology
Hormone secretion by carcinoid tumors,endocrinology
obsolete carcinoid syndrome,endocrinology
Dwarfism: [pituitary] or [hypophyseal (& Lorain-Levi)],endocrinology
hypopituitary dwarfism,endocrinology
Lorain - Levi dwarfism,endocrinology
obsolete pituitary dwarfism,endocrinology
pituitary dwarfism,endocrinology
vitamin poisoning,endocrinology
hemophilia,hematology
atelectasis,pulmonology
catarrh,pulmonology
KC,ophthalmology
KCN,ophthalmology
KTCN,ophthalmology
conical cornea,ophthalmology
keratokonus,ophthalmology
Photokeratitis (disorder),ophthalmology
Photokeratitis NOS (disorder),ophthalmology
ultraviolet keratitis,ophthalmology
Coxa vara infantum,medical genetics
Coxa Vara,medical genetics
WFS,medical genetics
DIDMOAD,medical genetics
Diabetes insipidus-diabetes mellitus-optic atrophy-deafness syndrome,medical genetics
"Diabetes Insipidus, Diabetes Mellitus, Optic Atrophy, and Deafness Syndrome",medical genetics
Diabetes mellitus AND insipidus with optic atrophy AND deafness,medical genetics
Diabetes mellitus AND insipidus with optic atrophy AND deafness (disorder),medical genetics
DIDMOAD syndrome,medical genetics
DOORS syndrome,medical genetics
"Deafness – onychodystrophy, autosomal recessive",medical genetics
"DOOR syndrome, autosomal recessive",medical genetics
CES,medical genetics
CAT EYE SYNDROME,medical genetics
CAT EYE SYNDROME; CES,medical genetics
cat-eye syndrome,medical genetics
Chromosome 22 Partial Tetrasomy,medical genetics
Inv Dup(22)(Q11),medical genetics
Schmid-Fraccaro Syndrome,medical genetics
Epidermal Nevus Syndrome,medical genetics
"Epidermal Nevus Syndrome, Formerly",medical genetics
Feuerstein-Mims syndrome,medical genetics
Jadassohn nevus phakomatosis,medical genetics
Jadassohn's nevus phakomatosis,medical genetics
JNP,medical genetics
linear nevus sebaceous syndrome,medical genetics
Linear nevus sebaceous syndrome,medical genetics
Linear nevus sebaceous syndrome (LNSS),medical genetics
linear nevus sebaceous syndrome of Jadassohn,medical genetics
Linear Sebaceous Nevus Syndrome,medical genetics
Nevus sebaceus of Jadassohn,medical genetics
Nevus sebaceus syndrome,medical genetics
Organoid Nevus Phakomatosis,medical genetics
Organoid nevus syndrome,medical genetics
Schimmelpenning Feuerstein Mims syndrome,medical genetics
Schimmelpenning syndrome,medical genetics
Schimmelpenning-Feuerstein-Mims syndrome,medical genetics
SCHIMMELPENNING-FEUERSTEIN-MIMS SYNDROME; SFM,medical genetics
sebaceous nevus syndrome,medical genetics
cyst,oncology
cervical intraepithelial neoplasia,oncology
sympathetic pregnancy,clinical psychology
encephalitis,neurology
De Quervain's thyroiditis,endocrinology
frontotemporal lobar degeneration,endocrinology
diabetic foot,endocrinology
thyroid nodule,endocrinology
albinism,endocrinology
complete androgen insensitivity syndrome,endocrinology
sucrose intolerance,endocrinology
gigantism,endocrinology
tetany,endocrinology
Balint-Holmes syndrome,neurology
Optic ataxia-gaze apraxia-simultanagnosia syndrome,neurology
psychic paralysis of visual fixation,neurology
circadian dysrhythmia,neurology
"circadian rhythm sleep disorder, jet lag type",neurology
desynchronosis,neurology
Zollinger-Ellison syndrome,endocrinology
Zollinger-Ellison Syndrome,endocrinology
Z-E syndrome,endocrinology
Cushing,endocrinology
Cushing syndrome,endocrinology
Cushing disease,endocrinology
obsolete Cushing's syndrome,endocrinology
pituitary basophilism,endocrinology
suprarenogenic syndrome,endocrinology
LM,endocrinology
Disaccharide Intolerance 3,endocrinology
"Hypolactasia, Adult Type",endocrinology
"LACTOSE INTOLERANCE, ADULT TYPE",endocrinology
alpha-1-antitrypsin deficiency,endocrinology
Linitis plastica,oncology
Borrmann gastric cancer type 4,oncology
gastric linitis plastica,oncology
Leather-bottle stomach,oncology
Linitis plastica (morphologic abnormality),oncology
Linitis plastica of the stomach,oncology
Bean Syndrome,oncology
BLUE RUBBER BLEB NEVUS,oncology
BRBN,oncology
Paraneoplastic Syndrome,oncology
Prolactinoma,oncology
familial prolactinoma,oncology
Lactotroph Adenoma,oncology
"PITUITARY ADENOMA, PROLACTIN-SECRETING",oncology
Pituitary Gland Prolactinoma,oncology
Pituitary lactotrophic adenoma,oncology
Pituitary PRL secretion hyperthyroidism,oncology
Pituitary Prolactinoma,oncology
PRL Producing Pituitary Gland Adenoma,oncology
PRL-secreting pituitary adenoma,oncology
PRLoma,oncology
Prolactin Producing Adenoma of Pituitary,oncology
Prolactin Producing Adenoma of Pituitary Gland,oncology
Prolactin Producing Adenoma of the Pituitary,oncology
Prolactin Producing Adenoma of the Pituitary Gland,oncology
Prolactin Producing Pituitary Adenoma,oncology
Prolactin Producing Pituitary Gland Adenoma,oncology
Prolactin secreting adenoma,oncology
Prolactin Secreting Adenoma,oncology
Prolactin Secreting Adenoma of Pituitary,oncology
Prolactin Secreting Adenoma of Pituitary Gland,oncology
Prolactin Secreting Adenoma of the Pituitary,oncology
Prolactin Secreting Adenoma of the Pituitary Gland,oncology
Prolactin secreting pituitary adenoma,oncology
Prolactin Secreting Pituitary Adenoma,oncology
Prolactin Secreting Pituitary Gland Adenoma,oncology
Prolactin-Producing Pituitary Gland Adenoma,oncology
Prolactin-secreting pituitary adenoma,oncology
Prolactinoma of Pituitary,oncology
Prolactinoma of Pituitary gland,oncology
Prolactinoma of the Pituitary,oncology
Prolactinoma of the Pituitary Gland,oncology
"Prolactinoma, Familial",oncology
"neoplasm, unknown primary",oncology
"neoplasms, unknown primary",oncology
CMML,oncology
Chronic myelomonocytic leukemia,oncology
Chronic Myelomonocytic Leukemia (CMML),oncology
"Leukemia, Myelomonocytic, Chronic",oncology
"Cell Transformation, Neoplastic",oncology
neoplastic cell transformation,oncology
Giant Cell Thyroiditis,endocrinology
subacute granulomatous thyroiditis,endocrinology
FTLD,endocrinology
Nodule of the Th Игорьyroid gland,endocrinology
obsolete thyroid nodule,endocrinology
thyroid nodule,endocrinology
Thyroid nodule,endocrinology
Thyroid nodul Маркe (disorder),endocrinology
albino,endocrinology
achromasia,endocrinology
achromatosis,endocrinology
achromia,endocrinology
cystitis,urology
urinary incontinence,urology
citrullinemia,endocrinology
diabetic ketoacidosis,endocrinology
mitochondrial disease,endocrinology
hypocalcaemia,endocrinology
Zollinger–Ellison syndrome,endocrinology
Cushing's syndrome,endocrinology
lactose intolerance,endocrinology
prolactinoma,endocrinology
hyperlipidemia,endocrinology
CIN,oncology
"Cervical intraepithelial neoplasia, CIN",oncology
"Embolism, Air",diving medicine
gas embolism,diving medicine
floater,ophthalmology
astigmatism,ophthalmology
arachnoid cyst,neurosurgery
subarachnoid hemorrhage,neurosurgery
spinal disc herniation,neurosurgery
panic attack,clinical psychology
Couvade syndrome,clinical psychology
air embolism,emergency medicine
spinal cord injury,emergency medicine
eye floaters,ophthalmology
floater (eye),ophthalmology
floater in the eye,ophthalmology
floaters,ophthalmology
floaters (eye),ophthalmology
floaters in the eye,ophthalmology
mouches volantes,ophthalmology
muscae volitantes,ophthalmology
boil of eyelid,ophthalmology
eyelid gland blepharitis,ophthalmology
furuncle of eyelid,ophthalmology
stye,ophthalmology
Lazy Eye,ophthalmology
Strabismic amblyopia,ophthalmology
amino acid transport disease,endocrinology
Disorder of amino acid absorption and transport,endocrinology
disorder of amino acid transport,endocrinology
Disturbances of amino-acid transport,endocrinology
inborn amino acid transport disorder,endocrinology
obsolete amino acid transport disease,endocrinology
obsolete inborn amino acid transport disorder,endocrinology
CAIS,endocrinology
complete androgen resistance syndrome,endocrinology
CISD,endocrinology
CSID,endocrinology
congenital sucrase-isomaltase deficiency,endocrinology
Congenital sucrase-isomaltose malabsorption,endocrinology
Congenital sucrose intolerance,endocrinology
congenital sucrose isomaltose malabsorption,endocrinology
Disaccharide intolerance,endocrinology
Disaccharide Intolerance 1,endocrinology
Si Deficiency,endocrinology
sucrase-isomaltase deficiency,endocrinology
"SUCRASE-ISOMALTASE DEFICIENCY, CONGENITAL",endocrinology
"SUCRASE-ISOMALTASE DEFICIENCY, CONGENITAL; CSID",endocrinology
"Sucrose Intolerance, Congenital",endocrinology
Sucrose isomaltose enzyme deficiency,endocrinology
"Sucrose-Isomaltose Malabsorption, Congenital",endocrinology
anterior pituitary hyperfunction,endocrinology
giantism,endocrinology
hypophyseal gigantism,endocrinology
infantile and juvenile forms of acromegaly,endocrinology
