Title;EID;DOI;DocumentType;Year;Disease;Category
Visual and quantitative assessment of HRCT pulmonary changes in idiopathic interstitial pneumonia with PFT correlation;2-s2.0-85081234036;10.1186/s43055-020-0142-4;Article;2020;Idiopathic interstitial pneumonia;pulmonology
Visual and quantitative assessment of HRCT pulmonary changes in idiopathic interstitial pneumonia with PFT correlation;2-s2.0-85081234036;10.1186/s43055-020-0142-4;Article;2020;Idiopathic Interstitial Pneumonia;pulmonology
Visual and quantitative assessment of HRCT pulmonary changes in idiopathic interstitial pneumonia with PFT correlation;2-s2.0-85081234036;10.1186/s43055-020-0142-4;Article;2020;idiopathic interstitial pneumonia;pulmonology
Heart Disease Risk Level Prediction: Knitting Machine Learning Classifiers;2-s2.0-85101175333;10.1109/IMITEC50163.2020.9334141;Conference Paper;2020;heart disease;cardiology
IMED: Ubiquitous healthcare platform for chronic patients;2-s2.0-85100544390;10.1109/DASA51403.2020.9317281;Conference Paper;2020;heart diseases;cardiology
IMED: Ubiquitous healthcare platform for chronic patients;2-s2.0-85100544390;10.1109/DASA51403.2020.9317281;Conference Paper;2020;heart disease;cardiology
A deep learning identification system for different epileptic seizure disease stages;2-s2.0-85089162485;;Article;2020;neurological disorder;neurology
A deep learning identification system for different epileptic seizure disease stages;2-s2.0-85089162485;;Article;2020;epileptic seizure;epileptology
A deep learning identification system for different epileptic seizure disease stages;2-s2.0-85089162485;;Article;2020;seizure;epileptology
Machine learning reveals that Mycobacterium tuberculosis genotypes and anatomic disease site impacts drug resistance and disease transmission among patients with proven extra-pulmonary tuberculosis;2-s2.0-85088906161;10.1186/s12879-020-05256-4;Article;2020;meningitis;infectious diseases
Machine learning reveals that Mycobacterium tuberculosis genotypes and anatomic disease site impacts drug resistance and disease transmission among patients with proven extra-pulmonary tuberculosis;2-s2.0-85088906161;10.1186/s12879-020-05256-4;Article;2020;Meningitis;infectious diseases
Machine learning reveals that Mycobacterium tuberculosis genotypes and anatomic disease site impacts drug resistance and disease transmission among patients with proven extra-pulmonary tuberculosis;2-s2.0-85088906161;10.1186/s12879-020-05256-4;Article;2020;pulmonary tuberculosis;infectious diseases
A novel computer-aided diagnostic system for early assessment of hepatocellular carcinoma;2-s2.0-85110523752;10.1109/ICPR48806.2021.9413044;Conference Paper;2020;carcinoma;oncology
Metabolic gestational age assessment in low resource settings: A validation protocol;2-s2.0-85099725149;10.12688/gatesopenres.13155.1;Article;2020;preterm birth;pediatrics
Predicting diabetes from health-based streaming data using social media, machine learning and stream processing technologies;2-s2.0-85093696888;10.37624/ijert/13.8.2020.1957-1967;Article;2020;Diabetic Nephropathy;nephrology
Predicting diabetes from health-based streaming data using social media, machine learning and stream processing technologies;2-s2.0-85093696888;10.37624/ijert/13.8.2020.1957-1967;Article;2020;diabetic nephropathy;endocrinology
Twitter Based Classification for Personal and Non-personal Heart Disease Claims;2-s2.0-85093083744;10.1007/978-3-030-59506-7_21;Conference Paper;2020;heart disease;cardiology
Deep convolutional neural networks for brain tumor segmentation: Boosting performance using deep transfer learning: Preliminary results;2-s2.0-85085507634;10.1007/978-3-030-46643-5_30;Conference Paper;2020;brain tumor;neurosurgery
2D Brain Tumor Segmentation Based on Thermal Analysis Model Using U-Net on GPUs;2-s2.0-85085168798;10.1007/978-981-15-0947-6_48;Conference Paper;2020;brain tumors;neurosurgery
2D Brain Tumor Segmentation Based on Thermal Analysis Model Using U-Net on GPUs;2-s2.0-85085168798;10.1007/978-981-15-0947-6_48;Conference Paper;2020;brain tumor;neurosurgery
Flower pollination algorithm and multilayer perceptron artificial neural network for heart disease feature selection and classification;2-s2.0-85081101093;;Conference Paper;2020;heart disease;cardiology
A Multitier Deep Learning Model for Arrhythmia Detection;2-s2.0-85098332137;10.1109/TIM.2020.3033072;Article;2021;Arrhythmia;rhythmology
A Multitier Deep Learning Model for Arrhythmia Detection;2-s2.0-85098332137;10.1109/TIM.2020.3033072;Article;2021;arrhythmia;rhythmology
Epileptic seizures detection using deep learning techniques: A review;2-s2.0-85106566014;10.3390/ijerph18115780;Review;2021;epileptic seizure;epileptology
Epileptic seizures detection using deep learning techniques: A review;2-s2.0-85106566014;10.3390/ijerph18115780;Review;2021;seizure;epileptology
Diabetic Retinopathy Diagnosis from Fundus Images Using Stacked Generalization of Deep Models;2-s2.0-85111578483;10.1109/ACCESS.2021.3101142;Article;2021;diabetes complication;endocrinology
Improving the Accuracy for Analyzing Heart Diseases Prediction Based on the Ensemble Method;2-s2.0-85101507012;10.1155/2021/6663455;Article;2021;heart diseases;cardiology
Improving the Accuracy for Analyzing Heart Diseases Prediction Based on the Ensemble Method;2-s2.0-85101507012;10.1155/2021/6663455;Article;2021;heart disease;cardiology
Standalone performance of artificial intelligence for upper GI neoplasia: A meta-analysis;2-s2.0-85095743648;10.1136/gutjnl-2020-321922;Article;2021;adenocarcinoma;oncology
Standalone performance of artificial intelligence for upper GI neoplasia: A meta-analysis;2-s2.0-85095743648;10.1136/gutjnl-2020-321922;Article;2021;carcinoma;oncology
Deep learning for brain tumor segmentation: A survey of state-of-the-art;2-s2.0-85106894977;10.3390/jimaging7020019;Review;2021;brain tumors;neurosurgery
Deep learning for brain tumor segmentation: A survey of state-of-the-art;2-s2.0-85106894977;10.3390/jimaging7020019;Review;2021;brain tumor;neurosurgery
A new automated CNN deep learning approach for identification of ECG congestive heart failure and arrhythmia using constant-Q non-stationary Gabor transform;2-s2.0-85097331071;10.1016/j.bspc.2020.102326;Article;2021;heart diseases;cardiology
A new automated CNN deep learning approach for identification of ECG congestive heart failure and arrhythmia using constant-Q non-stationary Gabor transform;2-s2.0-85097331071;10.1016/j.bspc.2020.102326;Article;2021;Arrhythmia;rhythmology
A new automated CNN deep learning approach for identification of ECG congestive heart failure and arrhythmia using constant-Q non-stationary Gabor transform;2-s2.0-85097331071;10.1016/j.bspc.2020.102326;Article;2021;arrhythmia;rhythmology
A new automated CNN deep learning approach for identification of ECG congestive heart failure and arrhythmia using constant-Q non-stationary Gabor transform;2-s2.0-85097331071;10.1016/j.bspc.2020.102326;Article;2021;heart disease;cardiology
Artificial intelligence with big data analytics-based brain intracranial hemorrhage e-diagnosis using CT images;2-s2.0-85108378811;10.1007/s00521-021-06240-y;Article;2021;cerebral hemorrhage;neurosurgery
Artificial intelligence with big data analytics-based brain intracranial hemorrhage e-diagnosis using CT images;2-s2.0-85108378811;10.1007/s00521-021-06240-y;Article;2021;intracerebral hemorrhage;neurosurgery
Article mb-ai-his: Histopathological diagnosis of pediatric medulloblastoma and its subtypes via ai;2-s2.0-85103323751;10.3390/diagnostics11020359;Article;2021;brain tumor;neurosurgery
Automatic Diabetic Retinopathy Grading System Based on Detecting Multiple Retinal Lesions;2-s2.0-85099725193;10.1109/ACCESS.2021.3052870;Article;2021;aneurysm;vascular surgery
Machine learning in oral squamous cell carcinoma: Current status, clinical concerns and prospects for futureâ€”A systematic review;2-s2.0-85103775829;10.1016/j.artmed.2021.102060;Review;2021;carcinoma;oncology
Comparison of nomogram with machine learning techniques for prediction of overall survival in patients with tongue cancer;2-s2.0-85094950439;10.1016/j.ijmedinf.2020.104313;Article;2021;tongue cancer;oncology
Improvement in automated diagnosis of soft tissues tumors using machine learning;2-s2.0-85099579159;10.26599/BDMA.2020.9020023;Article;2021;Soft Tissue Tumor;oncology
Improvement in automated diagnosis of soft tissues tumors using machine learning;2-s2.0-85099579159;10.26599/BDMA.2020.9020023;Article;2021;Soft Tissue Tumors;oncology
A recent investigation on detection and classification of epileptic seizure techniques using eeg signal;2-s2.0-85107390030;10.3390/brainsci11050668;Article;2021;epileptic seizure;epileptology
A recent investigation on detection and classification of epileptic seizure techniques using eeg signal;2-s2.0-85107390030;10.3390/brainsci11050668;Article;2021;seizure;epileptology
Automated seizure diagnosis system based on feature extraction and channel selection using EEG signals;2-s2.0-85101452232;10.1186/s40708-021-00123-7;Article;2021;seizure;epileptology
Improved heart disease prediction using particle swarm optimization based stacked sparse autoencoder;2-s2.0-85115791077;10.3390/electronics10192347;Article;2021;heart disease;cardiology
Pix2pix conditional generative adversarial networks for scheimpflug camera color-coded corneal tomography image generation;2-s2.0-85109708220;10.1167/tvst.10.7.21;Article;2021;keratoconus;optometry
Lifespan Perspective on Congenital Heart Disease Research: JACC State-of-the-Art Review;2-s2.0-85104461635;10.1016/j.jacc.2021.03.012;Review;2021;heart disease;cardiology
An automated system for ECG arrhythmia detection using machine learning techniques;2-s2.0-85119345465;10.3390/jcm10225450;Article;2021;Arrhythmia;rhythmology
An automated system for ECG arrhythmia detection using machine learning techniques;2-s2.0-85119345465;10.3390/jcm10225450;Article;2021;arrhythmia;rhythmology
An automated system for ECG arrhythmia detection using machine learning techniques;2-s2.0-85119345465;10.3390/jcm10225450;Article;2021;premature atrial contraction;electrophysiology
An automated system for ECG arrhythmia detection using machine learning techniques;2-s2.0-85119345465;10.3390/jcm10225450;Article;2021;premature ventricular contraction;electrophysiology
Infectivity upsurge by COVID-19 viral variants in japan: Evidence from deep learning modeling;2-s2.0-85110701277;10.3390/ijerph18157799;Article;2021;collapse;cardiology
Maternal fecal microbiome predicts gestational age, birth weight and neonatal growth in rural Zimbabwe.;2-s2.0-85107772625;10.1016/j.ebiom.2021.103421;Article;2021;preterm birth;pediatrics
Automatic cardiac cine MRI segmentation and heart disease classification;2-s2.0-85100171320;10.1016/j.compmedimag.2021.101864;Article;2021;heart disease;cardiology
A comparative analysis of machine learning algorithms to build a predictive model for detecting diabetes complications;2-s2.0-85105116735;10.31449/inf.v45i1.3111;Article;2021;diabetic ketoacidosis;endocrinology
A comparative analysis of machine learning algorithms to build a predictive model for detecting diabetes complications;2-s2.0-85105116735;10.31449/inf.v45i1.3111;Article;2021;diabetes complication;endocrinology
A comparative analysis of machine learning algorithms to build a predictive model for detecting diabetes complications;2-s2.0-85105116735;10.31449/inf.v45i1.3111;Article;2021;Diabetes Complications;endocrinology
Simulation, modeling, and optimization of intelligent kidney disease predication empowered with computational intelligence approaches;2-s2.0-85102491324;10.32604/cmc.2021.012737;Article;2021;high blood pressure;family medicine
A research agenda for precision medicine in sepsis and acute respiratory distress syndrome an official American thoracic society research statement;2-s2.0-85117915677;10.1164/rccm.202108-1908ST;Article;2021;sepsis;infectious diseases
Prediction of anti-tuberculosis treatment duration based on a 22-gene transcriptomic model;2-s2.0-85109380098;10.1183/13993003.03492-2020;Article;2021;MDR-TB;infectious diseases
Prediction of anti-tuberculosis treatment duration based on a 22-gene transcriptomic model;2-s2.0-85109380098;10.1183/13993003.03492-2020;Article;2021;Pulmonary TB;infectious diseases
Automatic semantic segmentation of breast tumors in ultrasound images based on combining fuzzy logic and deep learningâ€”A feasibility study;2-s2.0-85106364142;10.1371/journal.pone.0251899;Article;2021;breast tumor;dermatology
Exploiting Feature Selection and Neural Network Techniques for Identification of Focal and Nonfocal EEG Signals in TQWT Domain;2-s2.0-85114623329;10.1155/2021/6283900;Article;2021;epileptic seizure;epileptology
Exploiting Feature Selection and Neural Network Techniques for Identification of Focal and Nonfocal EEG Signals in TQWT Domain;2-s2.0-85114623329;10.1155/2021/6283900;Article;2021;seizure;epileptology
Deep Learning Approach for Medical Image Analysis;2-s2.0-85106376551;10.1155/2021/6215281;Article;2021;brain tumor;neurosurgery
Parkinsonâ€™s disease diagnosis in cepstral domain using MFCC and dimensionality reduction with SVM classifier;2-s2.0-85104504766;10.1155/2021/8822069;Article;2021;neurological disease;neurology
Classification of Hematoxylin and Eosin-Stained Breast Cancer Histology Microscopy Images Using Transfer Learning with EfficientNets;2-s2.0-85104419515;10.1155/2021/5580914;Article;2021;carcinoma;oncology
